OHFF-0000;;
OHFF-0001;60.307056;27.165778
OHFF-0002;59.875528;23.396861
OHFF-0003;62.023556;23.846278
OHFF-0004;63.874472;29.056250
OHFF-0005;61.692417;25.001806
OHFF-0006;62.185361;22.408917
OHFF-0007;63.098944;29.817944
OHFF-0008;62.233500;28.833278
OHFF-0009;60.733444;22.333278
OHFF-0010;62.145059012;22.158228924
OHFF-0011;61.935972;26.029500
OHFF-0012;68.639056;25.598500
OHFF-0013;60.666889;23.883333
OHFF-0014;62.102861;28.523167
OHFF-0015;60.300222;24.466639
OHFF-0016;66.374750;29.322222
OHFF-0017;61.390750;25.439972
OHFF-0018;67.966833;24.133278
OHFF-0019;63.113278;30.701167
OHFF-0020;65.650167;24.333278
OHFF-0021;62.590611;31.179028
OHFF-0022;61.239611;22.591306
OHFF-0023;62.845028;25.469361
OHFF-0024;67.085056;26.954333
OHFF-0025;61.188167;26.902333
OHFF-0026;66.226500;28.493972
OHFF-0027;64.566806;26.499972
OHFF-0028;63.250139;24.750000
OHFF-0029;61.934611;23.382667
OHFF-0030;59.934667;21.811639
OHFF-0031;65.773639;27.659028
OHFF-0032;63.661556;28.299389
OHFF-0033;60.731444;23.632556
OHFF-0034;68.166806;28.250028
OHFF-0035;60.571778;26.704750
OHFF-0036;;
OHFF-0037;;
OHFF-0038;;
OHFF-0039;60.310639;25.159194
OHFF-0040;61.868107;21.387191
OHFF-0041;69.169302;21.397986
OHFF-0042;61.022186;24.459979
OHFF-0043;64.199083;30.371389
OHFF-0044;60.179194;24.571722
OHFF-0045;;
OHFF-0046;64.821239;27.874642
OHFF-0047;64.315444;30.108222
OHFF-0048;63.825972;29.734944
OHFF-0049;61.600972;28.877583
OHFF-0050;60.376977;24.737453
OHFF-0051;60.241583;23.797611
OHFF-0052;60.409111;22.422972
OHFF-0053;69.593083;26.732833
OHFF-0054;60.844056;23.492722
OHFF-0055;62.853861;29.985750
OHFF-0056;60.67951;24.30072
OHFF-0057;60.196222;24.819667
OHFF-0058;60.629611;21.843111
OHFF-0059;61.053402;25.046728
OHFF-0060;60.484778;26.890611
OHFF-0061;60.244500;22.217778
OHFF-0062;64.238278;29.599806
OHFF-0063;62.783389;22.049333
OHFF-0064;69.066837;20.666651
OHFF-0065;65.189194;29.770139
OHFF-0066;60.948111;24.527306
OHFF-0067;66.307528;27.748083
OHFF-0068;60.462194;25.197750
OHFF-0069;60.908028;23.462944
OHFF-0070;67.772180;25.803213
OHFF-0071;60.361757;24.777239
OHFF-0072;61.805472;29.305111
OHFF-0073;60.938583;24.549222
OHFF-0074;63.415967;30.609430
OHFF-0075;69.041360;20.832709
OHFF-0076;60.413772;24.732120
OHFF-0077;65.134333;27.948972
OHFF-0078;63.998694;27.119806
OHFF-0079;63.037361;28.482333
OHFF-0080;59.810472;22.894556
OHFF-0081;60.362333;23.053139
OHFF-0082;66.191417;29.204361
OHFF-0083;61.413861;24.146750
OHFF-0084;60.219528;24.996667
OHFF-0085;62.310389;27.685639
OHFF-0086;60.193944;21.466000
OHFF-0087;62.073389;24.339500
OHFF-0088;64.104736;26.684955
OHFF-0089;63.481216;25.111745
OHFF-0090;60.459533;25.256787
OHFF-0091;62.28626;29.02005
OHFF-0092;63.358388;23.937993
OHFF-0093;63.867896;28.745686
OHFF-0094;63.811590;28.243631
OHFF-0095;62.059895;26.267121
OHFF-0096;61.552522;28.794179
OHFF-0097;62.231965;30.274955
OHFF-0098;60.657786;26.116883
OHFF-0099;62.052866;23.291746
OHFF-0100;62.483629;24.983536
OHFF-0101;64.198631;25.526052
OHFF-0102;63.261149;25.425598
OHFF-0103;60.952628;26.111483
OHFF-0104;61.556678;28.942454
OHFF-0105;63.303655;28.894364
OHFF-0106;64.088852;26.539501
OHFF-0107;62.860873;30.396293
OHFF-0108;60.840806;25.288115
OHFF-0109;61.586514;28.920821
OHFF-0110;61.201085;27.198747
OHFF-0111;62.589163;26.692315
OHFF-0112;60.222086;22.936313
